# 検証を通ったキャラクター紹介ポスト。x_posts.py verify が書く。
# 公式アカウントの投稿で、本文にキャラ名が出るものだけが入る。
cid	vid	character	account	status_url	kind	checked_at	note
c58604	v10044	甲斐 裕次郎	@Prince_KONAMI	https://x.com/Prince_KONAMI/status/2092809331393614212	誕生日	2026-09-12	要確認 ｜ 『テニスの王子様 ぎゅ～っと！ ドキドキサバイバル Tie break ♡ game』🎉本日8/27は甲斐裕次郎の誕生日
c58605	v10044	平古場 凛	@Prince_KONAMI	https://x.com/Prince_KONAMI/status/2028666675898335478	誕生日	2026-09-12	要確認 ｜ 『テニスの王子様 ぎゅ～っと！ ドキドキサバイバル Tie break ♡ game』🎉3/3は平古場 凛の誕生日🎉スキ
c58614	v10044	忍足 謙也	@Prince_KONAMI	https://x.com/Prince_KONAMI/status/2033740106100838716	誕生日	2026-09-12	誕生日ポスト（謙也。侑士と姓が同じなので取り違えに注意）
c58631	v10044	南 健太郎	@Prince_KONAMI	https://x.com/Prince_KONAMI/status/2072877992645218390	誕生日	2026-09-12	要確認 ｜ 『テニスの王子様 も～っと 学園祭の王子様 ♡-40 and more...』🎉本日7/3は南 健太郎の誕生日🎉帰り道に
c47449	v1015	月森 蓮	@corda_official	https://x.com/corda_official/status/889355277417435137	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「月森 蓮」をご紹介します。&mdash; 「金色のコルダ」シリー
c47449	v1015	月森 蓮	@neo_romance	https://x.com/neo_romance/status/856342107782434817	販促	2026-09-12	要確認 ｜ 【月森】君からもらったプレゼント、さっそく使わせてもらっている。温かい光がとても心地いいな……ありがとう。4月24日は月
c47450	v1015	土浦 梁太郎	@corda_official	https://x.com/corda_official/status/889751421129707520	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「土浦梁太郎」をご紹介します。&mdash; 「金色のコルダ」シリ
c47450	v1015	土浦 梁太郎	@neo_romance	https://x.com/neo_romance/status/889500952155136000	販促	2026-09-12	要確認 ｜ 【土浦】お前がくれたコレ…ありがたく使わせてもらうぜ。 7月25日は土浦梁太郎の誕生日です。ゲーム内では「土浦誕生日ガチ
c47451	v1015	志水 桂一	@corda_official	https://x.com/corda_official/status/890117017524736004	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「志水桂一」をご紹介します。&mdash; 「金色のコルダ」シリー
c47451	v1015	志水 桂一	@neo_romance	https://x.com/neo_romance/status/901097299010437120	販促	2026-09-12	要確認 ｜ 【志水】このプレゼントを付けているとなんだか温かい気持ちになります…… 8月26日は志水桂一の誕生日です。ゲーム内では「
c47452	v1015	火原 和樹	@corda_official	https://x.com/corda_official/status/890487781977276417	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「火原和樹」をご紹介します。&mdash; 「金色のコルダ」シリー
c47452	v1015	火原 和樹	@neo_romance	https://x.com/neo_romance/status/940235010212208640	販促	2026-09-12	要確認 ｜ 【火原】大人っぽい表情に、どきどきした？12月12日は火原和樹の誕生日です。ゲーム内では「火原誕生日ガチャ」が登場中♪描
c47453	v1015	柚木 梓馬	@corda_official	https://x.com/corda_official/status/890852548239777792	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「柚木梓馬」をご紹介します。&mdash; 「金色のコルダ」シリー
c47453	v1015	柚木 梓馬	@neo_romance	https://x.com/neo_romance/status/876092930162802688	販促	2026-09-12	要確認 ｜ 【柚木】今回は特別サービスだ…お前が選んでくれたからな。 6月18日は柚木梓馬の誕生日です✨ゲーム内では「柚木誕生日ガチ
c47454	v1015	金澤 紘人	@corda_official	https://x.com/corda_official/status/893008728273731584	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「金澤紘人」をご紹介します。&mdash; 「金色のコルダ」シリー
c47454	v1015	金澤 紘人	@neo_romance	https://x.com/neo_romance/status/968863377714917377	誕生日	2026-09-12	要確認 ｜ 【金澤】ま、生徒の前でみっともないところも見せられんからな。3月1日は金澤紘人の誕生日です。みんなでお祝いしましょう♪#
c47455	v1015	王崎 信武	@corda_official	https://x.com/corda_official/status/893385985429389312	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「王崎信武」をご紹介します。&mdash; 「金色のコルダ」シリー
c47455	v1015	王崎 信武	@neo_romance	https://x.com/neo_romance/status/919941339151712260	販促	2026-09-12	要確認 ｜ 【王崎】きみがくれたこのタイがあれば、少しだけ堂々とできそうだな。10月17日は王崎信武の誕生日です。ゲーム内では「王崎
c47456	v1015	加地 葵	@corda_official	https://x.com/corda_official/status/891925080854245376	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「加地 葵」をご紹介します。&mdash; 「金色のコルダ」シリー
c47456	v1015	加地 葵	@neo_romance	https://x.com/neo_romance/status/929363351603331072	販促	2026-09-12	要確認 ｜ 【加地】このピアスの情熱的な色のように、消えることのない愛を、君に誓うよ。11月12日は加地葵の誕生日です。ゲーム内では
c47457	v1015	衛藤 桐也	@corda_official	https://x.com/corda_official/status/892297286230745088	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「衛藤桐也」をご紹介します。&mdash; 「金色のコルダ」シリー
c47457	v1015	衛藤 桐也	@neo_romance	https://x.com/neo_romance/status/979372609350483968	誕生日	2026-09-12	要確認 ｜ 【衛藤】今日はめいっぱいあんたに祝ってもらおうかな。3月30日は衛藤桐也の誕生日です。みんなでお祝いしましょう♪#衛藤桐
c47459	v1015	冬海 笙子	@corda_official	https://x.com/corda_official/status/892650572070780928	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「冬海笙子」をご紹介します。&mdash; 「金色のコルダ」シリー
c47460	v1015	天羽 菜美	@corda_official	https://x.com/corda_official/status/894465034872434688	フルネーム	2026-09-12	要確認 ｜ 本日は、『金色のコルダ２ ff』に登場するキャラクター「天羽菜美」をご紹介します。&mdash; 「金色のコルダ」シリー
c62699	v1015	不動翔麻	@neo_romance	https://x.com/neo_romance/status/868120815283322880	販促	2026-09-12	要確認 ｜ 【翔麻】パタちゃん、誕プレありがとな！これ、大切に使わせてもらうぜ。 5月27日は不動翔麻の誕生日です✨ゲーム内では「翔
c37620	v10273	アポロン・アガナ・ベレア	@kami_aso	https://x.com/kami_aso/status/455740165072252928	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介① アポロン・アガナ・ベレア ギリシャ神話の太陽神。人間に対しても友好的なムードメーカー。
c37621	v10273	ハデス・アイドネウス	@kami_aso	https://x.com/kami_aso/status/455743922090700800	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介② ハデス・アイドネウス ギリシャ神話の冥府の王。ゼウスの兄でアポロンの伯父。 他者との関
c37622	v10273	バルドル・フリングホルニ	@kami_aso	https://x.com/kami_aso/status/456371063392178176	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介⑤ バルドル・フリングホルニ  北欧神話の光の神。人をひきつける魅力を持ち、その能力は神を
c37622	v10273	バルドル・フリングホルニ	@kami_aso	https://x.com/kami_aso/status/1484541320282603522	フルネーム	2026-09-12	紹介らしい ｜ 【GAME】Nintendo Switch用ソフト『神々の悪戯 Unite Edition』発売まであと5日。北欧神話の
c37623	v10273	ロキ・レーヴァテイン	@kami_aso	https://x.com/kami_aso/status/456379633227681792	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介⑥ ロキ・レーヴァテイン北欧神話の炎の神。無邪気で邪悪、笑顔で容赦のない悪戯をする。 トリ
c37624	v10273	戸塚 月人	@kami_aso	https://x.com/kami_aso/status/455997333214203904	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介③　戸塚月人日本神話の月の神、ツクヨミ。何事にも鈍感で頓着しない性格。人間に対しても興味が
c37624	v10273	戸塚 月人	@kami_aso	https://x.com/kami_aso/status/1485266089533714440	フルネーム	2026-09-12	紹介らしい ｜ 【GAME】Nintendo Switch用ソフト『神々の悪戯 Unite Edition』発売まであと3日。日本神話の
c37625	v10273	戸塚 尊	@kami_aso	https://x.com/kami_aso/status/456010630244229120	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介④　戸塚 尊日本神話の海の神、スサノオ。学園生活には協力的ではない。気性は荒くケンカっ早い
c37625	v10273	戸塚 尊	@kami_aso	https://x.com/kami_aso/status/1484903704340078594	フルネーム	2026-09-12	紹介らしい ｜ 【GAME】Nintendo Switch用ソフト『神々の悪戯 Unite Edition』発売まであと4日。日本神話の
c37627	v10273	トト・カドゥケウス	@kami_aso	https://x.com/kami_aso/status/456772366182277120	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介⑧ トト・カドゥケウスエジプト神話の叡智の神。学園では神々の指導にあたるがあまり協力的では
c37627	v10273	トト・カドゥケウス	@kami_aso	https://x.com/kami_aso/status/1483454171521204227	フルネーム	2026-09-12	紹介らしい ｜ 【GAME】Nintendo Switch用ソフト『神々の悪戯 Unite Edition』発売まであと8日。エジプト神
c37629	v10273	アヌビス・マアト	@kami_aso	https://x.com/kami_aso/status/456758821411500033	フルネーム	2026-09-12	紹介らしい ｜ 【CHARACTER】神々紹介⑦　 アヌビス・マアトエジプト神話の死の神。人間不信で警戒心が強く、彼の姿を見かける事はほ
c33330	v10289	関羽	@juza_otomate	https://x.com/juza_otomate/status/1519859013013233664	プロフィール	2026-09-12	要確認 ｜ 【登場人物・九】関羽（かんう）　※主人公。名前変更可。猫族の少女。完全な猫族ではなく人間と猫族の間に生まれた混血。類稀な
c33331	v10289	劉備	@juza_otomate	https://x.com/juza_otomate/status/1516959906854711296	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物・一】劉備（りゅうび）　CV.#石田彰猫族の長。十五歳という年齢の割りに心も体もとても幼くまるで子供のよう。兄
c33332	v10289	張飛	@juza_otomate	https://x.com/juza_otomate/status/1517322297589313536	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物・二】張飛（ちょうひ）　CV.#岡本信彦劉備、関羽と兄弟同然に育ってきた猫族の少年。物事をあまり深く考えること
c33333	v10289	趙雲	@juza_otomate	https://x.com/juza_otomate/status/1517684684347650050	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物・三】趙雲（ちょううん）　CV.#鈴村健一世の常識にとらわれず自分の直感・信念に素直に生きる武将。真面目でしっ
c33334	v10289	曹操	@juza_otomate	https://x.com/juza_otomate/status/1518047071382773760	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物・四】曹操（そうそう）　CV.#鳥海浩輔若くして頭角を現し大陸制覇の野望を抱く武将。己の野望のためには手段を問
c33335	v10289	夏侯惇	@juza_otomate	https://x.com/juza_otomate/status/1518409459374116864	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物・五】夏侯惇（かこうとん）　CV.#鈴木達央頭の固いエリート武将。社会の常識・固定観念といったものに縛られ猫族
c33336	v10289	張遼	@juza_otomate	https://x.com/juza_otomate/status/1518771848502161408	プロフィール	2026-09-12	紹介らしい ｜ 【登場人物・六】張遼（ちょうりょう）　CV.#遊佐浩二最強の武将呂布に仕え、執事兼武将をこなしている。とても物腰が柔らか
c36127	v10419	柾木 真之介	@GHP_otomate	https://x.com/GHP_otomate/status/2011996832180711520	フルネーム	2026-09-12	紹介らしい ｜ 【🤔登場人物のおさらい🧐】「Glass Heart Princess for Nintendo Switch」の攻略対象
c36128	v10419	烏丸 幸斗	@GHP_otomate	https://x.com/GHP_otomate/status/2012359221350658201	フルネーム	2026-09-12	紹介らしい ｜ 【🤔登場人物のおさらい🧐】「Glass Heart Princess for Nintendo Switch」の攻略対象
c36129	v10419	朝比奈 天馬	@GHP_otomate	https://x.com/GHP_otomate/status/2012721617504518168	フルネーム	2026-09-12	紹介らしい ｜ 【🤔登場人物のおさらい🧐】「Glass Heart Princess for Nintendo Switch」の攻略対象
c36130	v10419	星野 彼方	@GHP_otomate	https://x.com/GHP_otomate/status/2013083995685208246	フルネーム	2026-09-12	紹介らしい ｜ 【🤔登場人物のおさらい🧐】「Glass Heart Princess for Nintendo Switch」の攻略対象
c36133	v10419	道明寺 凱	@GHP_otomate	https://x.com/GHP_otomate/status/2013446389989077188	フルネーム	2026-09-12	紹介らしい ｜ 【🤔登場人物のおさらい🧐】「Glass Heart Princess for Nintendo Switch」の攻略対象
c36133	v10419	道明寺 凱	@GHP_otomate	https://x.com/GHP_otomate/status/2018157429251514787	フルネーム	2026-09-12	紹介らしい ｜ 【💘GHP 運勢占い🔮】道明寺凱（CV.松岡禎丞）のゲーム内の台詞であなたの今月の運勢をズバリ占います✨解釈はあなた次第
c30276	v11108	ランスロット	@PA_otomate	https://x.com/PA_otomate/status/1638374945788166147	その他	2026-09-12	要確認 ｜ 【プレイムービー紹介】ランスロットのプレイムービーを公開中です✨女性として扱われたことが少ないという主人公の髪をランスロ
c30277	v11108	ガウェイン	@PA_otomate	https://x.com/PA_otomate/status/1638737332206444544	その他	2026-09-12	要確認 ｜ 【プレイムービー紹介】ガウェインのプレイムービーを公開中です✨宴へのエスコートにガウェインを選んだ主人公。美しく着飾った
c30278	v11108	トリスタン	@PA_otomate	https://x.com/PA_otomate/status/1640911658532114433	その他	2026-09-12	要確認 ｜ 【プレイムービー紹介】トリスタンのプレイムービーを公開中です✨お城を抜け出した主人公が酔った男達に絡まれているとトリスタ
c30279	v11108	ガラハッド	@PA_otomate	https://x.com/PA_otomate/status/1641274048880738305	その他	2026-09-12	要確認 ｜ 【プレイムービー紹介】ガラハッドのプレイムービーを公開中です✨主人公は大広間でガラハッドから剣舞を教えてもらうことに…⚔
c30280	v11108	モードレッド	@PA_otomate	https://x.com/PA_otomate/status/1643448378314080257	その他	2026-09-12	要確認 ｜ 【プレイムービー紹介】モードレッドのプレイムービーを公開中です✨お弁当のお礼をハーヴェイに伝えた帰り、モードレッドは主人
c30281	v11108	マーリン	@PA_otomate	https://x.com/PA_otomate/status/1643810766695419904	その他	2026-09-12	要確認 ｜ 【プレイムービー紹介】マーリンのプレイムービーを公開中です✨主人公に届けられた美しいマント。羽織ろうとするとマーリンの鋭
c30137	v11179	こはる	@norn9_anime	https://x.com/norn9_anime/status/685000092609191936	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】こはる（CV藤村 歩）「……わたしは、この船をずっと待ってました……」ずっと一人で暮らしていたため、誰にも
c30138	v11179	久我 深琴	@norn9_anime	https://x.com/norn9_anime/status/684276293869768704	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】久我深琴（CV高垣彩陽）「私たち能力者はこの能力を、平和のために活かす」高飛車なところもあるが、責任感が強
c30139	v11179	不知火 七海	@norn9_anime	https://x.com/norn9_anime/status/684648643157045248	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】不知火七海（CV瀬戸麻沙美）「……私が……あの人の大切なものを奪ったから」自分の感情を表に出したり意志を表
c30140	v11179	結賀 駆	@norn9_anime	https://x.com/norn9_anime/status/685007804860530688	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】結賀 駆（CV梶 裕貴）「純粋で…、俺とは正反対すぎて、びっくりするよ」頭の回転が早くリーダーシップにあふ
c30141	v11179	市ノ瀬 千里	@norn9_anime	https://x.com/norn9_anime/status/681441455580168192	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】市ノ瀬千里（CV下野 紘）「僕らはいずれ……敵同士になる」周囲の大人たちから邪険に扱われてきた過去があり、
c30367	v11179	遠矢 正宗	@norn9_anime	https://x.com/norn9_anime/status/683959260850466817	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】遠矢正宗（CV佐藤拓也）「そうならないために世界は動いているんだ」メンバーの中では年長者で、お兄さん的な立
c30368	v11179	吾妻 夏彦	@norn9_anime	https://x.com/norn9_anime/status/684284013272412160	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】吾妻夏彦（CV小野大輔）「過程に興味はない。語るなら結果で語れ」ある理由で、ノルンの能力者の命を狙う外部の
c30369	v11179	二条 朔也	@norn9_anime	https://x.com/norn9_anime/status/682540771271036928	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】二条朔也（CV斎賀みつき）「大丈夫。忘れてないよ、あの約束のことは」物腰が柔らかく、女性に対して常に紳士的
c30370	v11179	加賀見 一月	@norn9_anime	https://x.com/norn9_anime/status/682867625957789696	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】加賀見一月（CV遊佐浩二）「何なら、今夜から俺が添い寝してあげようか？」幼少の頃から色街に育ち、女性に囲ま
c30371	v11179	宿史 暁人	@norn9_anime	https://x.com/norn9_anime/status/684657820579397632	プロフィール	2026-09-12	手入力（名前が部分一致） ｜ 紹介らしい ｜ 【キャラ紹介】宿吏暁人（CV杉山紀彰）「俺に気安くはなしかけんじゃねえよ」怒りっぽく、常に不機嫌な表情を浮かべている気難
c30372	v11179	室星 ロン	@norn9_anime	https://x.com/norn9_anime/status/682149063114924032	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】室星ロン（CV杉田智和）「そうなの？昼寝してたんだ」怪しげな風貌の持ち主で、そのサングラスに隠された眼も相
c30373	v11179	乙丸 平士	@norn9_anime	https://x.com/norn9_anime/status/681754247885504512	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】乙丸平士（CV吉野裕行）「みんなー、ミーティングルームに集合―！」元気で活発、裏表がなく人懐っこい性格で、
c44174	v11179	鈴原 空汰	@norn9_anime	https://x.com/norn9_anime/status/683206138251231232	プロフィール	2026-09-12	紹介らしい ｜ 【キャラ紹介】鈴原空汰（CV阿部 敦）「この船、おかしいよ…」平成の時代からタイムスリップしてきた少年。メンバーと一緒に
c5249	v11342	寿 嶺二	@utapri_official	https://x.com/utapri_official/status/2075444910648659968	誕生日	2026-09-12	要確認 ｜ 【BIRTHDAY】7月13日は寿 嶺二のお誕生日です。埼玉県出身。得意楽器はマラカス。趣味はドライブやサーフィン。甘い
c5250	v11342	美風 藍	@utapri_official	https://x.com/utapri_official/status/2026884932455288894	誕生日	2026-09-12	要確認 ｜ 【BIRTHDAY】3月1日は美風 藍のお誕生日です。得意楽器はシンセサイザー。趣味は人間観察で、料理も時々練習中。登山
c5251	v11342	カミュ	@utapri_official	https://x.com/utapri_official/status/2013476582988370034	誕生日	2026-09-12	要確認 ｜ 【BIRTHDAY】1月23日はカミュのお誕生日です。シルクパレス出身。得意楽器はチェロ。最近は余暇にチョコレートアイス
c5252	v11342	黒崎 蘭丸	@utapri_official	https://x.com/utapri_official/status/1971439589836362176	誕生日	2026-09-12	要確認 ｜ 【BIRTHDAY】9月29日は黒崎蘭丸のお誕生日です。宮城県出身。得意楽器はベース。オフは時間が許す限り寝る派。CDや
c43164	v11469	神楽坂 響	@getsuei_kanko	https://x.com/getsuei_kanko/status/1698621924857810945	フルネーム	2026-09-12	要確認 ｜ 【月影の鎖-専門用語解説】『団子屋『春日』』神楽坂響が下宿している茶屋。商店街の一角で心優しい老夫婦が営んでいる。 #月
c43166	v11469	猪口 渉	@getsuei_kanko	https://x.com/getsuei_kanko/status/1679052981776285697	その他	2026-09-12	要確認 ｜ 【月影の鎖-専門用語解説】『猪口ノア』紅霞市で市長を務めたこともある人物を輩出した名家、猪口家の次男。渉の腹違いの弟で混
c26420	v11472	九十九丸	@Rejet_info	https://x.com/Rejet_info/status/1986448491019985217	誕生日	2026-09-12	要確認 ｜ 【HAPPY BIRTHDAY！】本日11/7は九十九丸(剣が君)のお誕生日です🎂おめでとうございます！#剣が君#九十九
c26422	v11472	螢	@Rejet_info	https://x.com/Rejet_info/status/2040081905136374251	誕生日	2026-09-12	要確認 ｜ 【HAPPY BIRTHDAY！】本日4/4は螢(剣が君)のお誕生日です🎂おめでとうございます！#剣が君#螢生誕祭#リジ
c26426	v11472	縁	@Rejet_info	https://x.com/Rejet_info/status/2083206057225277909	誕生日	2026-09-12	要確認 ｜ 【HAPPY BIRTHDAY！】本日8/1は縁(剣が君)のお誕生日です🎂おめでとうございます！#剣が君#縁生誕祭#リジ
c26427	v11472	鷺原 左京	@Rejet_info	https://x.com/Rejet_info/status/2015077127948017910	誕生日	2026-09-12	要確認 ｜ 【HAPPY BIRTHDAY！】本日1/25は鷺原左京(剣が君)のお誕生日です🎂おめでとうございます！#剣が君#鷺原左
c26428	v11472	鈴懸	@Rejet_info	https://x.com/Rejet_info/status/1972677757483291042	誕生日	2026-09-12	要確認 ｜ 【HAPPY BIRTHDAY！】本日9/30は鈴懸(剣が君)のお誕生日です🎂おめでとうございます！#剣君#鈴懸生誕祭#
c26429	v11472	黒羽 実彰	@Rejet_info	https://x.com/Rejet_info/status/2066173825864327666	誕生日	2026-09-12	要確認 ｜ 【HAPPY BIRTHDAY！】本日6/15は黒羽実彰(剣が君)のお誕生日です🎂おめでとうございます！#剣が君#黒羽実
c26988	v11636	陸・フェルナンド・ハビエル	@st_louis_high	https://x.com/st_louis_high/status/1042428430179020802	誕生日	2026-09-12	紹介らしい ｜ 【祝】今日9月20日は陸・フェルナンド・ハビエル（CV:小野友樹）の誕生日です！陸くん、おめでとう！【書記】#storm
c26994	v11636	五十鈴 一久	@st_louis_high	https://x.com/st_louis_high/status/950381703989809153	誕生日	2026-09-12	紹介らしい ｜ 【祝】今日1月9日は五十鈴一久（CV:下野紘）の誕生日です。五十鈴くん、おめでとう！【書記】 https://t.co/
c26996	v11636	ニ宮 真琴	@st_louis_high	https://x.com/st_louis_high/status/1054387146738618368	誕生日	2026-09-12	紹介らしい ｜ 【祝】今日10月23日は二宮真琴（CV:江口拓也）の誕生日です！二宮副会長、おめでとうございます！【書記】#storml
c26997	v11636	一本松 ヤマト	@st_louis_high	https://x.com/st_louis_high/status/1061272524586213378	誕生日	2026-09-12	紹介らしい ｜ 【祝】今日11月11日は一本松ヤマト（CV:島﨑信長）の誕生日です！一本松会長、おめでとうございます！【書記】#stor
c26999	v11636	七尾 椎名	@st_louis_high	https://x.com/st_louis_high/status/1011625421102813184	誕生日	2026-09-12	紹介らしい ｜ 【祝】今日6月27日は七尾椎名（CV:岡本信彦）の誕生日です。椎名くん、おめでとう！【書記】 ▼バースデーブロマイドht
c26749	v11639	百地 尚光	@geten_official	https://x.com/geten_official/status/1638193754539692032	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン🍂  with 琥狗ハヤテ先生描き下ろしイラスト＼百地尚光「お前がど
c26761	v11639	織田 信長	@geten_official	https://x.com/geten_official/status/1640005686640906249	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン🏯  with 琥狗ハヤテ先生描き下ろしイラスト＼織田信長「いつでも
c26762	v11639	明智 光秀	@geten_official	https://x.com/geten_official/status/1639643312239050752	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン📚  with 琥狗ハヤテ先生描き下ろしイラスト＼明智光秀「そろそろ
c26764	v11639	羽柴 秀吉	@geten_official	https://x.com/geten_official/status/1639280920489512960	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン🌾  with 琥狗ハヤテ先生描き下ろしイラスト＼羽柴秀吉「離れてた
c26768	v11639	徳川 家康	@geten_official	https://x.com/geten_official/status/1638918539070562304	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン🐦  with 琥狗ハヤテ先生描き下ろしイラスト＼徳川家康「恐れも、
c26771	v11639	森 蘭丸	@geten_official	https://x.com/geten_official/status/1638556141645955073	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン🪢  with 琥狗ハヤテ先生描き下ろしイラスト＼森 蘭丸「――すみ
c26772	v11639	織田 信行	@geten_official	https://x.com/geten_official/status/1637831372663586817	フルネーム	2026-09-12	要確認 ｜ ／『#下天の華』シリーズ10周年🎆  カウントダウン🍃  with 琥狗ハヤテ先生描き下ろしイラスト＼織田信行「風が立つ
c29057	v11985	朝比奈 司	@vitamin_d3p	https://x.com/vitamin_d3p/status/1029382370753998848	誕生日	2026-09-12	紹介らしい ｜ ＼HAPPY BIRTHDAY／今日8月15日は朝比奈司(CV：吉野裕行)のお誕生日！ツカサ、おめでトゲー♪#Vitam
c29058	v11985	赤桐 瑛太	@vitamin_d3p	https://x.com/vitamin_d3p/status/1014886747153543169	誕生日	2026-09-12	紹介らしい ｜ ＼HAPPY BIRTHDAY／今日7月6日は赤桐瑛太(CV:岸尾だいすけ)のお誕生日！エイタ、おめでトゲー♪#Vita
c29059	v11985	灰羽 カオル	@vitamin_d3p	https://x.com/vitamin_d3p/status/980097550714843139	誕生日	2026-09-12	紹介らしい ｜ ＼HAPPY BIRTHDAY／今日4月1日は灰羽カオル(CV:菅沼久義)のお誕生日！カオル、おめでトゲー♪▼バースデー
c29061	v11985	ジャン・フェリックス・ヴァロー	@vitamin_d3p	https://x.com/vitamin_d3p/status/968501109097680896	誕生日	2026-09-12	紹介らしい ｜ ＼HAPPY BIRTHDAY／今日2月28日は風門寺悟郎(CV:岸尾だいすけ)のお誕生日！そして2月29日はジャン・フ
c29062	v11985	望月 玲央	@vitamin_d3p	https://x.com/vitamin_d3p/status/954367979273248769	誕生日	2026-09-12	紹介らしい ｜ ＼HAPPY BIRTHDAY／今日1月20日は望月玲央(CV:小野大輔)のお誕生日！レオ、おめでトゲー♪https:/
c29063	v11985	藤重 一真	@vitamin_d3p	https://x.com/vitamin_d3p/status/1004015156035227648	誕生日	2026-09-12	紹介らしい ｜ ＼HAPPY BIRTHDAY／今日6月6日は藤重一真(CV:鈴木達央)のお誕生日！カズマ、おめでトゲー♪https:/
c8558	v12125	フェリチータ	@arpacako	https://x.com/arpacako/status/2067442190985383939	誕生日	2026-09-12	要確認 ｜ 🎂Buon Compleanno!🎂本日6月18日は、アルカナ・ファミリアの新人幹部であり、『恋人たち』＆『運命の輪』を
c8559	v12125	リベルタ	@arpacako	https://x.com/arpacako/status/2054396217455726949	誕生日	2026-09-12	紹介らしい ｜ 🎂Buon Compleanno🎂5月13日は、はじまりのカード『愚者』を宿すリベルタ(cv.福山潤)の誕生日です！いつ
c8560	v12125	ノヴァ	@arpacako	https://x.com/arpacako/status/1981918638249488413	誕生日	2026-09-12	要確認 ｜ Buon Compleanno! Nova!本日10月25日は主人公の従兄弟であり、ファミリー最年少の幹部・ノヴァの誕生
c8561	v12125	デビト	@arpacako	https://x.com/arpacako/status/1969235076476256606	誕生日	2026-09-12	要確認 ｜ 💐Buon Compleanno! Debito!本日9月20日は島内のカジノの運営や流通を担う部署「金貨」の幹部・デビ
c8562	v12125	パーチェ	@arpacako	https://x.com/arpacako/status/2082300076706390331	誕生日	2026-09-12	要確認 ｜ 🎂Buon Compleanno!🎂本日7月29日は監査を担う部署「棍棒」の幹部 兼 幹部長代理であるパーチェの誕生日で
c8563	v12125	ルカ	@arpacako	https://x.com/arpacako/status/1997138932971298926	誕生日	2026-09-12	要確認 ｜ Buon Compleanno! Luca!本日12月6日は帽子がトレードマークの従者・ルカの誕生日です！いつも主を第一
c8564	v12125	ダンテ	@arpacako	https://x.com/arpacako/status/2042075041454501975	誕生日	2026-09-12	要確認 ｜ 🎂Buon Compleanno!🎂本日4月9日はファミリー内で一番の頼れる男ダンテの誕生日です！たくさんのお祝いに包ま
